reference_dossier;age;taux_presence_pct;heures_lms_total;retards_rendus;nb_devoirs_total;nb_devoirs_rendus;messages_forum;nb_ue_total;motivation;satisfaction;sentiment_appartenance;mention_bac;filiere;bac_type
COH2027-1108;20;46,1 %;8,6;7;10;7;3;6;1;1;1;Bien;Informatique;Général
COH2027-1109;20;73,5 %;18,6;6;10;10;4;6;3;3;2;Assez bien;Lettres;Général
COH2027-1110;17;68,3 %;3,2;5;9;5;4;6;2;3;1;Bien;Informatique;Général
COH2027-1111;18;58,2 %;10,8;6;10;9;0;6;4;1;1;Très bien;Informatique;Général
COH2027-1112;23;54,6 %;29,9;6;12;10;5;6;4;3;3;Assez bien;Psychologie;Technologique
COH2027-1113;20;57,6 %;15,3;7;8;7;2;6;2;2;2;Passable;Informatique;Général
COH2027-1114;18;61,8 %;59,6;7;11;8;2;5;3;3;;Passable;Informatique;Général
COH2027-1115;19;50,0 %;17,9;8;11;9;1;5;3;2;1;Très bien;Informatique;Général
COH2027-1116;23;51,7 %;12,3;6;8;6;1;6;2;3;;Passable;STAPS;Technologique
COH2027-1117;21;51,3 %;11,9;6;10;6;0;7;3;4;4;Passable;Informatique;Général
COH2027-1118;19;58,6 %;5,5;7;10;7;0;7;2;;;Bien;Mathématiques;Général
COH2027-1119;17;59,4 %;10,8;7;11;7;3;5;2;1;1;Passable;Biologie;Général
COH2027-1120;17;73,1 %;22,9;7;11;11;4;6;2;4;3;Bien;Gestion;Général
COH2027-1121;19;48,3 %;1,4;5;9;5;1;6;1;1;2;Passable;Psychologie;Général
COH2027-1122;21;39,1 %;1,4;7;10;7;2;7;2;1;2;Passable;Informatique;Professionnel
COH2027-1123;21;54,9 %;16,1;9;13;10;0;7;2;1;3;Assez bien;Biologie;Général
COH2027-1124;21;67,2 %;32,1;8;11;9;1;5;3;1;2;Passable;Informatique;Général
COH2027-1125;21;40,2 %;6,8;6;9;6;0;6;1;1;1;Bien;Informatique;Technologique
COH2027-1126;23;52,7 %;17,7;6;8;6;1;5;1;;1;Passable;Informatique;Général
COH2027-1127;18;53,6 %;25,3;5;13;11;2;5;2;4;3;Bien;Informatique;Général
COH2027-1128;21;55,2 %;28,1;8;11;8;1;6;4;1;2;Assez bien;Droit;Général
COH2027-1129;24;50,0 %;1,8;8;13;8;3;6;1;1;3;Très bien;Lettres;Général
COH2027-1130;20;64,5 %;30,1;5;9;9;4;7;3;3;2;Passable;Informatique;Général
COH2027-1131;19;45,0 %;31,6;7;11;7;0;7;2;2;1;Passable;Informatique;Technologique
COH2027-1132;24;38,9 %;5,8;6;9;6;0;5;1;3;1;Passable;Biologie;Professionnel
COH2027-1133;21;58,9 %;1,8;5;8;5;0;5;1;2;1;Très bien;STAPS;Général
COH2027-1134;19;73,7 %;28,2;7;8;7;5;6;4;4;1;Assez bien;Psychologie;Général
COH2027-1135;21;63,2 %;33,8;8;13;13;7;6;2;3;2;Assez bien;Informatique;Professionnel
COH2027-1136;21;58,0 %;10,2;5;9;8;3;6;1;4;2;Assez bien;Informatique;Technologique
COH2027-1137;23;66,0 %;0,1;6;9;6;4;7;1;2;2;Assez bien;Lettres;Général
COH2027-1138;18;62,8 %;18,1;7;9;7;4;5;3;2;3;Assez bien;Informatique;Général
COH2027-1139;21;78,3 %;34,2;5;11;11;9;6;2;;2;Assez bien;Gestion;Général
COH2027-1140;17;63,0 %;37,2;5;9;7;5;7;4;3;;Bien;Gestion;Général
COH2027-1141;20;56,9 %;14,8;9;9;9;6;7;4;1;3;Assez bien;Informatique;Général
COH2027-1142;20;77,6 %;30,3;3;8;7;5;7;3;3;2;Passable;Informatique;Général
COH2027-1143;18;50,5 %;19,1;10;13;10;1;6;3;1;2;Passable;Gestion;Général
COH2027-1144;24;53,9 %;15,6;7;10;7;0;5;1;3;1;Assez bien;Informatique;Général
COH2027-1145;23;74,0 %;18,4;4;11;10;6;6;4;4;3;Très bien;Informatique;Professionnel
COH2027-1146;18;49,7 %;17,4;8;10;8;4;6;2;3;2;;Mathématiques;Général
COH2027-1147;18;54,7 %;27,4;4;11;8;0;6;2;3;2;Assez bien;Psychologie;Professionnel
COH2027-1148;20;74,9 %;37,0;6;10;10;3;6;4;2;3;;Psychologie;Technologique
COH2027-1149;20;61,0 %;5,6;7;13;10;4;6;2;1;1;Passable;Informatique;Technologique
COH2027-1150;18;67,4 %;12,6;7;12;12;2;5;2;3;3;Assez bien;STAPS;Général
COH2027-1151;20;58,2 %;20,5;8;10;8;2;6;2;1;3;Assez bien;Droit;Technologique
COH2027-1152;22;62,9 %;36,5;7;11;10;7;6;2;4;1;Passable;STAPS;Général
COH2027-1153;22;40,9 %;4,6;5;8;5;0;5;1;2;;Passable;Biologie;Technologique
COH2027-1154;18;67,9 %;39,9;6;13;11;8;7;3;3;4;Passable;Informatique;Technologique
COH2027-1155;21;60,0 %;16,8;5;8;5;4;6;;2;3;Passable;Informatique;Général
COH2027-1156;19;49,0 %;3,0;8;13;11;0;6;;3;1;Bien;Informatique;Général
COH2027-1157;19;46,2 %;20,5;4;10;8;3;7;4;3;1;Assez bien;Informatique;Général
COH2027-1158;20;60,0 %;13,1;6;12;9;2;7;1;1;1;Passable;Informatique;Général
COH2027-1159;18;54,1 %;8,8;7;9;7;1;6;1;4;1;Assez bien;Psychologie;Technologique
COH2027-1160;19;53,1 %;16,1;4;11;7;4;6;3;2;4;Assez bien;Psychologie;Général
COH2027-1161;21;48,2 %;33,1;4;9;8;5;6;3;2;3;Passable;STAPS;Général
COH2027-1162;20;66,3 %;36,0;5;11;10;2;7;4;3;2;Assez bien;Informatique;Général
COH2027-1163;17;60,8 %;10,4;7;13;10;1;7;2;2;2;Bien;Informatique;Technologique
COH2027-1164;17;71,5 %;36,0;5;8;7;7;5;3;2;1;Assez bien;STAPS;Général
COH2027-1165;20;42,8 %;11,4;6;10;6;0;5;1;1;1;;Informatique;Technologique
COH2027-1166;20;55,6 %;27,6;7;10;7;0;6;3;4;2;Passable;Biologie;Technologique
COH2027-1167;20;63,6 %;13,7;5;11;9;7;6;3;3;2;Passable;Informatique;Général
COH2027-1168;18;46,4 %;20,2;6;9;6;1;7;2;1;1;Bien;Informatique;Professionnel
COH2027-1169;19;46,5 %;16,4;4;10;7;0;7;1;2;1;Assez bien;Informatique;Général
COH2027-1170;21;59,3 %;33,4;8;11;8;5;7;4;;2;Passable;Informatique;Général
COH2027-1171;23;69,6 %;34,0;3;13;12;2;7;4;4;4;Passable;Informatique;Général
COH2027-1172;21;70,5 %;20,4;5;10;8;9;6;2;2;3;Assez bien;Gestion;Professionnel
COH2027-1173;22;57,5 %;6,4;5;10;9;4;6;1;3;1;Bien;Informatique;Général
COH2027-1174;18;61,6 %;33,2;4;13;11;3;5;3;3;1;Bien;Informatique;Général
COH2027-1175;17;57,2 %;18,4;7;10;7;2;5;2;2;1;Très bien;Informatique;Général
COH2027-1176;23;48,7 %;12,2;6;8;6;0;5;1;;3;Assez bien;Droit;Technologique
COH2027-1177;24;46,0 %;9,4;6;8;6;0;5;1;1;3;Assez bien;Informatique;Général
COH2027-1178;18;45,9 %;19,5;6;12;8;0;6;2;2;1;Assez bien;STAPS;Général
COH2027-1179;18;36,7 %;2,5;7;13;7;1;6;1;2;1;Passable;STAPS;Général
COH2027-1180;21;56,4 %;39,0;6;10;9;8;5;3;1;3;Passable;Informatique;Général
COH2027-1181;24;56,8 %;3,4;6;8;7;2;6;2;;;Passable;Informatique;Professionnel
COH2027-1182;19;57,4 %;39,4;5;11;8;3;5;1;1;1;Assez bien;Informatique;Général
COH2027-1183;24;56,7 %;32,1;11;12;11;4;5;2;2;2;Passable;Informatique;Général
COH2027-1184;18;64,1 %;9,4;5;8;5;3;7;2;3;1;Assez bien;Informatique;Général
COH2027-1185;18;54,2 %;11,9;8;10;8;3;6;3;3;3;Passable;Informatique;Professionnel
COH2027-1186;23;30,2 %;0,0;5;12;5;0;6;1;;1;Passable;Gestion;Général
COH2027-1187;18;41,8 %;22,2;7;12;7;0;7;2;2;1;Passable;Informatique;Général
COH2027-1188;18;41,6 %;9,8;6;8;6;1;7;1;1;1;Assez bien;Droit;Professionnel
COH2027-1189;18;39,6 %;6,8;8;12;8;0;6;1;1;1;Passable;Mathématiques;Technologique
COH2027-1190;20;36,9 %;7,5;6;12;7;0;6;1;2;1;Passable;Informatique;Technologique
COH2027-1191;21;49,7 %;16,1;6;11;8;1;5;1;1;1;Passable;Gestion;Technologique
COH2027-1192;20;69,0 %;19,5;7;13;12;0;5;1;1;1;Passable;Droit;Technologique
COH2027-1193;22;68,3 %;31,4;7;10;8;8;6;4;2;4;Passable;Psychologie;Général
COH2027-1194;21;57,8 %;22,2;7;13;11;3;5;;;1;Passable;Informatique;Technologique
COH2027-1195;22;57,9 %;23,7;4;12;12;3;7;4;2;;Assez bien;Informatique;Général
COH2027-1196;19;58,8 %;24,9;5;10;10;4;6;2;3;3;Assez bien;Informatique;Technologique
COH2027-1197;21;54,9 %;15,2;7;13;7;2;5;2;3;1;Bien;Mathématiques;Général
COH2027-1198;20;78,4 %;26,2;4;11;8;6;7;4;3;2;Passable;Psychologie;Technologique
COH2027-1199;23;42,2 %;17,9;8;10;8;1;6;1;3;2;Assez bien;Psychologie;Général
COH2027-1200;21;50,2 %;18,7;5;9;5;0;6;1;3;1;Passable;Gestion;Général
COH2027-1201;21;76,5 %;51,4;3;12;12;14;5;4;4;3;Très bien;Gestion;Général
COH2027-1202;20;45,2 %;13,9;9;11;10;0;7;1;2;;Passable;Informatique;Général
COH2027-1203;21;46,7 %;7,7;7;11;7;0;6;1;1;1;Assez bien;Mathématiques;Général
COH2027-1204;18;54,8 %;1,8;8;13;8;0;5;1;3;1;;Informatique;Général
COH2027-1205;22;46,6 %;20,6;6;12;6;3;5;2;2;1;Assez bien;Informatique;Général
COH2027-1206;18;52,9 %;30,5;7;12;8;1;6;1;2;1;Passable;Droit;Général
COH2027-1207;22;52,0 %;4,2;8;12;10;0;6;1;1;2;Assez bien;Lettres;Général
COH2027-1208;20;66,3 %;36,0;5;11;10;2;7;4;3;2;Assez bien;Informatique;Général
COH2027-1209;18;49,8 %;5,6;6;8;6;3;5;3;;1;Assez bien;Mathématiques;Général
COH2027-1210;19;68,9 %;11,5;6;9;6;3;6;1;1;4;Bien;Informatique;Technologique
COH2027-1211;21;45,6 %;12,3;8;11;8;0;7;1;2;1;Passable;Psychologie;Technologique
COH2027-1212;17;60,8 %;19,8;6;10;7;2;6;4;3;3;Assez bien;Mathématiques;Professionnel
COH2027-1213;18;78,6 %;20,8;6;10;9;3;5;3;4;3;Assez bien;Gestion;Technologique
COH2027-1214;23;53,2 %;35,0;5;13;12;3;5;4;3;3;Passable;Informatique;Général
COH2027-1215;23;56,6 %;17,4;4;10;9;4;6;2;3;2;Bien;Mathématiques;Général
COH2027-1216;18;55,6 %;27,2;6;13;11;4;5;;3;;Passable;Informatique;Professionnel
COH2027-1217;18;64,8 %;24,6;7;13;12;3;5;2;2;2;Très bien;Informatique;Professionnel
COH2027-1218;21;38,4 %;3,4;7;12;7;0;7;1;1;1;;Informatique;Général
COH2027-1219;18;68,2 %;26,4;5;11;9;1;7;2;1;2;Assez bien;Mathématiques;Technologique
COH2027-1220;18;71,8 %;6,2;5;11;10;1;6;3;3;1;Bien;Informatique;Général
COH2027-1221;18;63,4 %;27,4;8;11;10;3;6;2;2;3;Passable;Informatique;Général
COH2027-1222;20;33,5 %;0,0;4;9;4;0;6;1;1;1;Passable;Biologie;Technologique
COH2027-1223;27;67,4 %;13,6;7;9;7;4;6;2;2;1;Bien;Informatique;Général
COH2027-1224;17;51,7 %;16,1;6;8;6;0;5;2;1;2;Assez bien;Informatique;Technologique
COH2027-1225;19;53,7 %;18,9;5;10;7;3;5;2;;4;Assez bien;Psychologie;Technologique
COH2027-1226;20;67,2 %;26,4;5;8;7;4;7;2;3;3;Assez bien;Mathématiques;Technologique
COH2027-1227;20;46,6 %;35,7;4;8;7;6;6;4;4;4;Passable;Informatique;Général
COH2027-1228;19;55,1 %;12,6;6;9;7;4;6;2;3;1;Assez bien;Informatique;Général
COH2027-1229;20;60,0 %;13,1;6;12;9;2;7;1;1;1;Passable;Informatique;Général
COH2027-1230;19;51,4 %;19,8;4;13;11;2;7;2;1;2;Passable;Mathématiques;Général
COH2027-1231;19;47,7 %;29,9;6;8;6;5;6;4;4;3;Très bien;Biologie;Général
COH2027-1232;17;73,1 %;22,9;7;11;11;4;6;2;4;3;Bien;Gestion;Général
COH2027-1233;21;41,6 %;4,0;8;13;10;1;7;1;;3;Bien;Psychologie;Général
COH2027-1234;20;67,8 %;15,7;5;13;13;4;5;3;1;1;Passable;Informatique;Général
COH2027-1235;21;63,2 %;11,0;6;10;7;2;6;3;2;;Bien;Gestion;Technologique
COH2027-1236;20;73,5 %;35,2;3;12;12;1;5;3;4;3;Assez bien;Informatique;Professionnel
COH2027-1237;23;79,4 %;19,6;3;11;11;7;7;4;3;3;Très bien;Informatique;Technologique
COH2027-1238;20;61,8 %;28,9;4;11;11;4;6;2;3;2;Passable;Mathématiques;Technologique
COH2027-1239;17;64,7 %;21,2;8;11;9;1;5;;1;3;Passable;Informatique;Général
COH2027-1240;18;61,1 %;26,6;6;8;7;3;5;2;4;2;Passable;Psychologie;Professionnel
COH2027-1241;19;39,8 %;7,4;6;11;8;0;6;1;2;;Passable;Informatique;Général
COH2027-1242;19;58,1 %;13,7;5;10;8;3;7;2;;2;Passable;Informatique;Technologique
COH2027-1243;20;67,4 %;26,9;10;11;11;8;7;2;3;3;Assez bien;Psychologie;Technologique
COH2027-1244;20;70,0 %;26,2;4;11;11;7;6;3;4;2;Très bien;Informatique;Professionnel
COH2027-1245;23;77,7 %;20,6;4;13;12;7;6;3;3;2;Bien;Informatique;Général
COH2027-1246;20;68,1 %;37,8;4;8;8;6;6;4;4;4;Assez bien;Psychologie;Général
COH2027-1247;18;64,0 %;31,1;9;10;9;3;6;1;1;2;Très bien;Informatique;Général
COH2027-1248;17;54,2 %;8,0;8;10;9;2;6;2;2;;Assez bien;Informatique;Technologique
COH2027-1249;19;38,9 %;4,8;6;12;9;3;6;3;1;1;;Informatique;Général
COH2027-1250;20;51,8 %;29,1;5;12;11;8;7;4;1;3;Bien;Informatique;Général
COH2027-1251;20;51,1 %;30,1;9;9;9;2;5;3;1;1;Passable;Informatique;Technologique
COH2027-1252;18;65,6 %;50,5;5;12;11;4;6;3;2;4;Passable;Lettres;Général
COH2027-1253;19;64,9 %;16,5;5;12;9;2;7;3;4;1;Très bien;Informatique;Professionnel
COH2027-1254;22;77,6 %;35,7;6;12;12;3;7;4;3;1;Bien;Gestion;Général
COH2027-1255;18;69,8 %;10,1;9;13;10;2;6;2;3;1;Passable;Informatique;Général
COH2027-1256;24;59,1 %;10,8;4;10;9;2;6;2;2;1;Assez bien;Gestion;Professionnel
COH2027-1257;18;79,4 %;56,2;4;13;13;10;6;4;3;4;Assez bien;Informatique;Général
COH2027-1258;19;64,3 %;22,6;8;9;8;2;6;1;2;2;Bien;Gestion;Général
COH2027-1259;24;32,9 %;30,1;6;8;6;1;6;1;1;;Bien;Gestion;Général
COH2027-1260;20;62,7 %;25,4;5;11;11;8;6;4;1;2;Bien;Informatique;Général
COH2027-1261;23;45,1 %;23,4;7;12;10;2;7;2;1;2;Passable;Informatique;Général
COH2027-1262;22;68,7 %;15,7;7;9;7;6;7;3;2;1;Passable;Lettres;Technologique
COH2027-1263;18;69,8 %;10,1;9;13;10;2;6;2;3;1;Passable;STAPS;Général
COH2027-1264;20;26,1 %;0,0;8;13;8;0;7;1;3;2;Assez bien;Informatique;Général
COH2027-1265;20;65,0 %;18,1;6;8;6;3;6;3;2;3;;Informatique;Technologique
COH2027-1266;19;54,2 %;23,2;10;12;10;1;6;2;2;1;Assez bien;Informatique;Général
COH2027-1267;26;61,7 %;5,8;8;10;10;3;6;1;3;1;Assez bien;Informatique;Général
COH2027-1268;18;58,0 %;9,1;7;13;10;4;5;;2;1;Assez bien;Gestion;Technologique
COH2027-1269;20;70,5 %;15,8;5;9;9;5;5;4;2;4;Bien;Gestion;Professionnel
COH2027-1270;21;42,3 %;15,8;6;10;7;3;5;2;2;1;Bien;Mathématiques;Professionnel
COH2027-1271;20;45,3 %;7,8;8;12;8;0;7;1;1;1;;Droit;Technologique
COH2027-1272;19;36,6 %;11,1;5;8;7;2;6;2;2;2;Assez bien;STAPS;Général
COH2027-1273;19;42,1 %;39,7;6;11;10;0;7;2;3;2;Assez bien;Biologie;Technologique
COH2027-1274;17;69,3 %;28,9;6;8;8;4;6;3;1;2;Passable;Informatique;Général
COH2027-1275;19;78,7 %;35,0;6;8;6;3;6;2;3;1;Bien;Psychologie;Général
COH2027-1276;20;65,3 %;13,1;6;9;8;2;7;3;2;2;Assez bien;Droit;Général
COH2027-1277;19;78,5 %;23,6;6;11;11;5;7;2;3;2;Passable;Informatique;Général
COH2027-1278;20;68,0 %;12,8;6;9;9;8;6;4;2;2;Très bien;Informatique;Général
COH2027-1279;22;36,1 %;7,2;5;8;5;2;6;2;;1;Assez bien;Gestion;Général
COH2027-1280;21;57,5 %;3,5;9;11;9;0;6;2;1;1;Très bien;Informatique;Général
COH2027-1281;20;63,6 %;23,1;6;8;7;6;6;3;3;2;;Gestion;Professionnel
COH2027-1282;21;56,0 %;18,3;8;10;8;3;5;2;2;1;Assez bien;Gestion;Technologique
COH2027-1283;19;78,3 %;35,4;5;8;7;5;7;4;;1;Passable;Informatique;Général
COH2027-1284;18;61,8 %;21,2;6;12;8;4;6;2;3;2;Bien;Lettres;Général
COH2027-1285;19;62,4 %;18,2;6;8;6;1;6;2;4;4;Passable;Informatique;Technologique
COH2027-1286;17;66,0 %;34,3;4;9;7;5;6;3;2;1;Passable;Informatique;Technologique
COH2027-1287;23;42,8 %;24,6;6;12;9;0;5;1;1;4;Passable;Informatique;Technologique
COH2027-1288;19;52,2 %;24,8;5;13;10;2;7;4;3;3;Assez bien;Informatique;Général
COH2027-1289;21;67,3 %;13,8;6;8;7;6;7;3;4;1;Assez bien;Psychologie;Technologique
COH2027-1290;21;58,0 %;6,8;7;13;12;1;6;3;3;1;Bien;Droit;Général
COH2027-1291;20;57,4 %;14,1;4;8;7;2;6;2;2;1;Très bien;Lettres;Général
COH2027-1292;21;62,8 %;27,7;3;12;12;1;6;2;4;4;Passable;Gestion;Professionnel
COH2027-1293;19;56,3 %;31,1;8;12;8;4;6;3;4;1;Bien;Informatique;Général
COH2027-1294;18;79,9 %;30,6;3;9;9;6;6;4;4;;;Informatique;Général
COH2027-1295;24;70,7 %;34,2;9;9;9;5;7;3;3;2;Passable;Informatique;Technologique
COH2027-1296;24;72,2 %;20,0;6;10;10;9;6;3;4;3;Passable;Informatique;Technologique
COH2027-1297;21;60,6 %;28,0;7;8;7;3;5;3;4;4;Passable;Informatique;Général
COH2027-1298;19;64,8 %;23,2;7;10;8;1;5;3;4;2;Passable;Informatique;Professionnel
COH2027-1299;18;49,6 %;23,8;5;13;11;1;5;2;2;2;Assez bien;Gestion;Général
COH2027-1300;18;42,8 %;4,5;7;10;7;0;7;2;4;3;Passable;Informatique;Général
COH2027-1301;19;45,2 %;18,9;7;9;8;2;6;1;4;1;Assez bien;Biologie;Général
COH2027-1302;19;35,1 %;6,7;9;13;9;0;6;1;1;2;Passable;Biologie;Technologique
COH2027-1303;24;62,3 %;31,8;7;13;9;1;6;2;1;1;Bien;Informatique;Général
COH2027-1304;19;53,1 %;18,2;9;12;11;3;6;1;2;2;Assez bien;Informatique;Technologique
COH2027-1305;21;71,0 %;16,6;6;8;6;0;5;3;1;2;Passable;Informatique;Professionnel
COH2027-1306;20;71,8 %;42,4;5;12;12;8;5;4;3;2;Passable;Mathématiques;Technologique
COH2027-1307;19;62,4 %;16,1;6;9;7;2;5;3;4;2;Assez bien;Droit;Général
COH2027-1308;22;65,5 %;18,4;8;12;11;3;6;3;2;1;Assez bien;STAPS;Général
COH2027-1309;17;47,2 %;20,1;10;11;10;0;6;1;1;1;Passable;Mathématiques;Général
COH2027-1310;21;61,9 %;36,6;5;11;10;6;6;4;2;;Assez bien;Informatique;Technologique
COH2027-1311;19;48,5 %;5,0;6;8;6;0;5;1;;1;Bien;Lettres;Général
COH2027-1312;20;50,1 %;8,0;8;11;10;2;5;2;2;1;Passable;Droit;Général
COH2027-1313;21;52,8 %;30,4;6;8;6;4;6;1;3;;Assez bien;Gestion;Technologique
COH2027-1314;18;79,9 %;36,0;4;8;8;3;7;4;3;3;Passable;Biologie;Général
COH2027-1315;23;57,2 %;14,2;5;9;5;0;5;1;;2;Passable;Droit;Technologique
COH2027-1316;22;78,4 %;51,0;6;9;9;5;6;4;3;4;Assez bien;Mathématiques;Général
COH2027-1317;20;38,0 %;18,8;7;10;7;1;6;3;3;;Passable;STAPS;Professionnel
COH2027-1318;22;46,1 %;4,0;8;12;8;0;7;;2;2;Bien;Informatique;Général
COH2027-1319;20;57,6 %;10,3;8;9;8;1;7;2;1;3;Passable;Informatique;Général
COH2027-1320;20;50,1 %;28,9;6;10;6;1;6;1;2;1;Assez bien;Biologie;Général
COH2027-1321;19;51,6 %;20,0;6;9;9;1;6;3;3;3;Assez bien;Psychologie;Général
COH2027-1322;18;59,5 %;9,3;7;13;11;2;6;;3;2;Bien;STAPS;Technologique
COH2027-1323;21;64,0 %;34,7;5;8;8;9;5;3;3;4;Assez bien;Biologie;Général
COH2027-1324;19;60,6 %;24,3;5;11;10;2;6;2;2;3;;Mathématiques;Technologique
COH2027-1325;21;48,1 %;6,3;7;9;7;1;6;1;1;2;Bien;Informatique;Général
COH2027-1326;19;49,8 %;11,3;7;11;7;0;6;2;1;1;Bien;Droit;Général
COH2027-1327;18;55,1 %;27,3;7;12;9;5;6;4;;3;Passable;Gestion;Général
COH2027-1328;22;70,7 %;3,0;4;12;11;4;6;4;4;2;Passable;Lettres;Technologique
COH2027-1329;21;31,1 %;0,1;7;12;7;1;5;1;2;2;Assez bien;Informatique;Technologique
COH2027-1330;18;54,5 %;27,0;4;11;11;2;5;2;2;2;Passable;Gestion;Technologique
COH2027-1331;24;53,9 %;15,6;7;10;7;0;5;1;3;1;Assez bien;Informatique;Général
COH2027-1332;22;67,6 %;27,9;7;11;7;4;6;3;;;Passable;STAPS;Général
COH2027-1333;17;57,4 %;2,3;9;13;9;0;6;1;2;1;Bien;Mathématiques;Général
COH2027-1334;21;27,5 %;1,9;6;9;6;1;7;2;1;1;Très bien;Informatique;Technologique
COH2027-1335;18;49,7 %;17,4;8;10;8;4;6;2;3;2;;Mathématiques;Général
COH2027-1336;21;52,8 %;23,1;8;12;8;3;5;2;1;1;Bien;Mathématiques;Général
COH2027-1337;18;42,4 %;18,9;6;12;9;1;5;1;4;1;Assez bien;Mathématiques;Technologique
COH2027-1338;22;68,8 %;19,9;7;9;7;1;5;3;2;1;Bien;Informatique;Général
COH2027-1339;20;51,7 %;3,8;6;8;6;0;6;2;2;2;;Informatique;Général
COH2027-1340;18;57,5 %;12,8;5;13;10;2;5;3;3;3;Passable;Gestion;Général
COH2027-1341;21;30,2 %;14,8;6;13;6;0;7;2;1;1;Assez bien;Informatique;Général
COH2027-1342;20;63,5 %;48,4;5;13;13;4;5;3;3;1;Assez bien;Informatique;Général
COH2027-1343;23;58,5 %;14,7;6;8;7;7;7;3;2;2;Passable;Informatique;Technologique
COH2027-1344;18;55,5 %;28,4;8;8;8;2;7;3;1;1;Bien;Informatique;Technologique
COH2027-1345;17;67,5 %;22,1;6;11;9;3;5;3;;3;Passable;STAPS;Général
COH2027-1346;20;69,2 %;19,1;5;13;13;1;5;4;2;3;;Informatique;Général
COH2027-1347;19;49,9 %;17,8;6;10;6;0;6;1;1;1;Passable;Mathématiques;Technologique
COH2027-1348;19;78,8 %;19,2;6;10;9;7;5;2;4;2;Passable;Informatique;Général
COH2027-1349;18;73,3 %;22,9;3;9;9;4;6;4;3;1;Passable;Informatique;Technologique
COH2027-1350;18;69,5 %;20,3;5;12;10;5;6;;4;;Bien;Informatique;Général
COH2027-1351;19;62,5 %;26,8;9;13;9;2;5;1;1;1;Passable;Informatique;Général
COH2027-1352;19;71,5 %;22,3;8;8;8;7;5;4;3;2;Passable;Informatique;Général
COH2027-1353;20;58,0 %;16,2;5;9;5;2;7;2;3;1;Bien;Informatique;Technologique
COH2027-1354;20;63,5 %;48,4;5;13;13;4;5;3;3;1;Assez bien;Droit;Général
COH2027-1355;20;65,8 %;50,1;5;11;9;3;6;4;4;2;Passable;Informatique;Général
COH2027-1356;19;47,4 %;23,4;4;10;7;0;6;2;2;2;Passable;Informatique;Technologique
COH2027-1357;18;45,7 %;25,4;5;8;6;3;5;3;1;2;Bien;Informatique;Général
COH2027-1358;18;59,4 %;22,8;6;8;6;1;6;2;2;1;Passable;Informatique;Général
COH2027-1359;19;79,1 %;50,5;3;8;8;7;6;4;4;3;Assez bien;Lettres;Technologique
COH2027-1360;19;69,3 %;27,2;3;8;8;10;7;4;2;4;Assez bien;Informatique;Général
COH2027-1361;21;32,8 %;22,6;7;13;9;0;6;1;1;1;Passable;Informatique;Général
COH2027-1362;17;44,9 %;9,9;8;12;8;0;7;1;1;2;Passable;Psychologie;Général
COH2027-1363;17;52,4 %;24,5;5;13;13;7;5;3;3;4;Assez bien;Informatique;Général
COH2027-1364;19;45,3 %;15,8;7;10;7;1;6;2;1;1;Bien;Gestion;Général
COH2027-1365;23;63,9 %;30,4;7;13;11;4;6;3;2;2;Assez bien;Biologie;Général
COH2027-1366;23;36,9 %;2,6;3;9;3;0;6;2;1;1;Très bien;Informatique;Général
COH2027-1367;19;72,5 %;13,2;8;13;8;2;6;1;2;2;Passable;Informatique;Technologique
COH2027-1368;17;49,5 %;5,3;6;10;6;0;6;1;1;;Assez bien;Gestion;Général
COH2027-1369;20;73,6 %;21,1;6;8;6;2;6;1;1;1;Passable;Mathématiques;Général
COH2027-1370;18;64,3 %;20,4;7;9;7;4;7;4;1;1;Bien;Gestion;Général
COH2027-1371;19;69,4 %;45,9;3;10;10;13;5;3;4;4;Assez bien;Mathématiques;Général
COH2027-1372;20;50,7 %;10,8;7;10;7;0;6;2;2;2;Très bien;Informatique;Technologique
COH2027-1373;18;34,9 %;12,2;6;12;6;0;6;1;1;1;Passable;Informatique;Général
COH2027-1374;19;58,6 %;14,1;6;8;6;1;7;1;1;1;Passable;Informatique;Professionnel
COH2027-1375;21;71,0 %;16,6;6;8;6;0;5;3;1;2;Passable;Informatique;Professionnel
COH2027-1376;18;52,1 %;27,6;7;9;7;1;5;2;2;1;Passable;Informatique;Technologique
COH2027-1377;23;55,5 %;32,8;8;12;11;3;6;2;3;1;Assez bien;Gestion;Technologique
COH2027-1378;19;50,3 %;9,7;5;8;7;1;6;1;4;1;Bien;Gestion;Technologique
COH2027-1379;20;78,3 %;31,6;3;13;13;10;5;4;2;2;Passable;Informatique;Technologique
COH2027-1380;18;44,5 %;7,5;7;13;7;1;6;;2;1;Très bien;Biologie;Professionnel
COH2027-1381;20;58,3 %;9,2;7;13;12;1;6;3;2;1;Assez bien;Biologie;Général
COH2027-1382;24;69,5 %;1,6;5;8;5;0;5;2;3;1;Assez bien;Mathématiques;Général
COH2027-1383;19;75,1 %;47,1;4;10;10;9;7;4;3;3;Bien;Informatique;Général
COH2027-1384;21;79,2 %;34,5;4;9;9;4;5;;4;4;Passable;Biologie;Général
COH2027-1385;18;67,5 %;34,1;6;11;9;6;7;3;4;3;Très bien;Informatique;Général
COH2027-1386;19;41,6 %;9,4;4;8;4;0;7;1;;1;Passable;STAPS;Professionnel
COH2027-1387;23;37,4 %;10,3;7;13;7;1;6;1;2;1;Passable;Droit;Technologique
COH2027-1388;20;58,2 %;13,0;8;9;8;0;7;3;1;;Bien;Mathématiques;Général
